기분 좋니,기분좋니
기분 좋냐,기분좋니
너 진짜 기분 좋니,기분좋니
정말 기분 좋냐,기분좋니
기분 좋냐,기분좋니
기분 좋니,기분좋니
기분 좋니,기분좋니
기분 좋냐,기분좋니
진짜 기분 좋니,기분좋니
너 기분 좋냐,기분좋니
네 기분 너무 좋니,기분좋니
기분 최고 좋니,기분좋니
너무 기분 좋냐,기분좋니
최고 기분 좋냐,기분좋니
정말 기분 너무 좋니,기분좋니
진짜 기분 최고,기분좋니
기분 최고,기분좋니
기분 상당히 좋니,기분좋니
기분 진심 좋니,기분좋니
기분 완전 좋냐,기분좋니
기분 완전 좋니,기분좋니
기분 짱 좋니,기분좋니
기분 완전 짱이니,기분좋니
기분 상당히 좋니,기분좋니
기분 정말 좋냐,기분좋니
기분 진심 좋니,기분좋니
기분 좋니,기분좋니
너무 기분 좋니,기분좋니
기분 너무 좋으니까,기분좋니
기분 좋으니까,기분좋니
기분 좋니 당연히,기분좋니
기분 좋니,기분좋니
정말 기분 너무 좋냐,기분좋니
진심 너무 좋냐 기분,기분좋니
너무 좋냐 기분,기분좋니
이렇게 기분 좋냐니,기분좋니
이렇게너 기분 좋을줄,기분좋니
정말 최고 좋냐 기분,기분좋니
진심 너무 좋냐 기분,기분좋니
진짜 좋니 기분,기분좋니
기분 진심 좋니,기분좋니
진짜 좋니 기분,기분좋니
기분 정말 좋니,기분좋니
너 정말 좋니 기분,기분좋니
기분 너 진심 좋니,기분좋니