오늘 5시에 깨워줄래,알람목적
내일 2시에 깨워줄래,알람목적
모레 3시에 깨워줘요,알람목적
이따 알람 맞춰줘요,알람목적
내일 7시에 알람 맞춰줄래요,알람목적
오늘 6시에 알람 맞춰줘요,알람목적
내일 12시에 깨워줄래,알람목적
모레 9시에 알람 맞춰주라,알람목적
내일 12시에 깨워줄래,알람목적
이따가 깨워줘,알람목적
이따 알람 맞춰줄래요,알람목적
이따가 7시에 나 좀 깨워주세요,알람목적
내일 12시에 알람 맞출거야요,알람목적
이따 깨워주세요,알람목적
다음주 2시에 알람 맞춰줘요,알람목적
이따가 숙제 하라고 메모 해줄래,알람목적
2시에 과제 하라고 메모 해줘,알람목적
6시에 엄마한테 전화 하라고 메모 해주라,알람목적
10시에 깨워 줄 수 있니,알람목적
7시에 옷 입고 준비 메모 해줘,알람목적
4시에 일기  쓰라고 알람 맞춰주세요,알람목적
12시에 밥 먹으라고 알람 맞춰줘요,알람목적
2시에 마트 가야 한다고 알람 맞춰줄래요,알람목적
4시에 노트 필기 하는거 메모 해줘,알람목적
이따가 메모 좀 해주라,알람목적
오늘 청소하라고 메모 해줘요,알람목적
메모 해주라,알람목적
알람 맞춰줄래요,알람목적
30분 뒤에 깨워줘,알람목적
1시간 후에 깨워줘요,알람목적
2시간 후에 깨워줘,알람목적
40분 있다가 깨워주세요,알람목적
한 20분 정도 뒤에 깨워줄래,알람목적
이따 저녁 2시에 깨워줄래,알람목적
이따 오전 2시에 깨워줘,알람목적
모레 저녁 5시에 깨워줘요,알람목적
모레 아침 3시에 깨워줄래요,알람목적
내일 아침 8시에 꺠워줘요,알람목적
내일 저녁 8시에 깨워줘요,알람목적
내일 정오에 꺠워줄래,알람목적
내일 오전6시 반에 깨워줘,알람목적
내일 오후 7시 정각에 숙제하라고 해줘,알람목적
내일 3시에 깨워줄래요,알람목적
12월 22일에 알람 맞춰줘요,알람목적
8월 30일에 알람 맞춰줘,알람목적
4월 24일에 알람 맞춰줘,알람목적
1월 23일에 알람 맞춰줄래요,알람목적
9월 12일에 영화 예매하라고 알람 맞춰줘요,알람목적
3월12일에 셤공부하라고 알람 맞춰줘,알람목적
10월 21일에 생일이라고 알람 맞춰줘,알람목적
8월 12일에 축구한다고 알람 맞춰줄래요,알람목적
주말 7시에 축구한다고 알람 맞춰줘요,알람목적
주말 아침 9시에 일어나라고 알람 맞춰줘,알람목적
주말 아침 8시에 일어나라고 알람 맞춰줄래,알람목적
월요일 아침8시에 일어나라고 알람 맞춰줘,알람목적
수요일 아침 8시에 깨워줄래요,알람목적
목요일 저녁 10시에 약속있다고 알람 맞춰줘요,알람목적
내일모레 친구랑 약속있다고 알람 맞춰줄래요,알람목적
평일 매일 아침 8시에 깨워줘,알람목적
평일 매일 저녁 5시에 알바가라고 알람 맞춰줘요,알람목적
내일 오후 5시 30분에 책 사라고 알람 맞춰줘요,알람목적
오늘 오후 7시 20분에 수영 수업 있다고 알람 맞춰줄래요,알람목적
있다가 청소하라고 알람 맞춰줘,알람목적
저녁 5시에 청소하라고 해줘요,알람목적
오늘 6시에 티비보라고 해줄래,알람목적
오늘 오후 10시에 핸드폰 충전하라고 해줘요,알람목적
오후 10시에 단소 챙기라고 해줘요,알람목적
8월 24일에 스위스 여행 메모해줘,알람목적
9월 1일에 일본 여행 메모해줄래,알람목적
오후 5시에 이어폰 사라고 알람 맞춰줘요,알람목적
오늘 오후 7시 30분에 공부하라고 알람 맞춰줘요,알람목적
오전 10시에 공부하라고 해줄래요,알람목적
내일 7시 10분에 깨워줄래,알람목적
내일 6시 20분에 깨워줘요,알람목적
내일 8시 50분에 깨워줘,알람목적
오늘 오후 9시에 깨워줄래요,알람목적
3월 4일에 알람 맞춰줄래,알람목적
3월 6일에 알람 맞춰줄래요,알람목적
3월 5일에 알람 맞춰줘,알람목적
3월 7일에 알람 맞춰줘요,알람목적
3월 8일에 알람 맞춰줄래,알람목적
3월 9일에 알람 맞춰줄래요,알람목적
3월 10일에 알람 맞춰줘요,알람목적
3월 열한일에 알람 맞춰줄래,알람목적
3월 12일에 알람 맞춰줄래요,알람목적
7시 am에 알람 맞춰줘,알람목적
점심 1시에 밥 먹으라고 알람 맞춰줘,알람목적
오늘 저녁 1시에 쇼핑가라고 알람 맞춰줄래요,알람목적
내일 2시에 점심 약속 있다고 알람 맞춰줄래요,알람목적
pm 1시에 깨워줘,알람목적
7시 정각에 알람 맞춰줘,알람목적
점심 1시에 밥 먹으라고 알람 맞춰줄래,알람목적
오늘 저녁 1시에 쇼핑가라고 알람 맞춰줄래요,알람목적
내일 2시에 점심 약속 있다고 알람 맞춰줘요,알람목적
10시 5분 전에 알람 맞춰줘,알람목적
11시 20분 전에 알람 맞춰줄래,알람목적
열두시에 시험 공부 하라고 알람 맞춰줘요,알람목적
메모 해줄래요,알람목적
이따가 메모 해줄래,알람목적
오늘 2시에 쇼핑 하라고 알람 맞춰줘,알람목적
오늘 2시에 일어나야해요,알람목적
새벽 2시에 일어나야해요,알람목적
점심 2시에 일어나야해,알람목적
내일 2시에 일어나야해,알람목적
내일 2시에 일어나야해요,알람목적
6월 21일 영화 예매하라고 알람 맞춰줄래요,알람목적
오늘 2시에 알람 맞춰줄래,알람목적
4월 20일에 중간고사라고 알람 맞춰줄래요,알람목적
12월 11일에 점심 약속 있다고 알람 맞춰줄래요,알람목적
내일 2시에 알람 맞춰줘,알람목적
내일 6시에 축구 보라고 알람 맞춰줄래,알람목적
이따 2시 쯤에 열두시에 알람 맞춰줄래요,알람목적
이따가 6시쯤에 만화 보라고 메모해줄래요,알람목적
오후 2시쯤 메모 해주라고 알람 맞춰줄래요,알람목적
매일 2시에 알람 맞춰줘,알람목적
월요일 오후 4시에 알람 맞춰줄래,알람목적
내일 1시에 알람 맞춰줄래요,알람목적
내일 5시에 25분알람 맞춰줘요,알람목적
모레 1시에 알람 맞춰줄래요,알람목적
오늘 5시에 알람 맞춰줄래,알람목적
내일 1시에 25분알람 맞추고 싶은데,알람목적
오늘 1시에 알람 맞추고 싶은데요,알람목적
모레 12시에 25분알람 맞추고 싶은데요,알람목적
내일 1시에 알람 맞추고 싶은데요,알람목적
모레 1시에 알람 맞추고 싶은데,알람목적
내일 모레 열두시에 점심 약속 알람 맞추고 싶은데요,알람목적
오늘 2시에 25분알람 맞출래,알람목적
내일 2시에 알람 맞출래요,알람목적
모레 2시에 25분알람 맞출래요,알람목적
오전 2시에 알람 맞출래요,알람목적
오후 2시에 알람 맞출래,알람목적
새벽 2시에 25분알람 맞출래,알람목적
점심 2시에 알람 맞출래,알람목적
저녁 8시에 12분 알람 맞출래요,알람목적
밤 12시에 알람 맞출래요,알람목적
밤 2시에 알람 맞출래,알람목적
밤 열두시에 12분 알람 맞출래요,알람목적
밤 12시에 알람 맞출래요,알람목적
오늘 오후 2시 30분에 축구 약속 있다고 알람 맞춰줄래요,알람목적
내일 6시에 농구 할거야 알람 맞춰줘,알람목적
아침 7시 30분에 유치원 갈거야 알람 맞춰줄래,알람목적
내일 8시 반에 점심 약속 있다고 알람 맞춰줄래요,알람목적
오늘 오후 2시에 축구 약속 있다고 알람 맞춰줄래요,알람목적
내일 2시 열두분에 농구 할거야 알람 맞춰줘,알람목적
아침 7시에 유치원 갈거야 알람 맞춰줄래요,알람목적
오늘 4시에 깨워줄래,알람목적
이따가 깨워주세요,알람목적
내일 12시에 공부 해야한다고 메모 해주세요,알람목적
이따가 1시에 영화 볼거라고 메모 해줘요,알람목적
오늘 2시에 드라마 한다고 메모 해줘,알람목적
오늘 4시에 숙제 하라고 알람 맞춰줄래,알람목적
오늘 오후 5시 알람 맞춰줘,알람목적
오늘 점심 12시 알람 맞춰주세요,알람목적
10시간 후에 알람 맞춰주세요,알람목적
10시간 있다가 알람 맞춰주세요,알람목적
11시간 후에 알람 맞춰줄래,알람목적
11시간 있다가 알람 맞춰줄래요,알람목적
열두시간 후에 알람 맞춰주라,알람목적
열두시간 있다가 알람 맞춰주세요,알람목적
오늘 저녁 1시에 쇼핑가라고 알람 맞춰줄래,알람목적
내일 2시에 점심 약속 있다고 메모해줘요,알람목적
pm 1시에 깨워줄래요,알람목적
7시 정각에 알람 맞춰줄래,알람목적
점심 1시에 밥 먹으라고 메모해줘요,알람목적
오늘 저녁 1시에 쇼핑가라고 알람 맞춰줄래,알람목적
내일 2시에 점심 약속 있다고 메모해줘요,알람목적
10시 5분 전에 알람 맞춰주라,알람목적
열한시 20분 전에 알람 맞춰줄래요,알람목적
12시에 시험 공부 하라고 알람 맞춰줄래,알람목적
메모 해줘요,알람목적
이따가 메모 해줄래,알람목적
오늘 2시에 쇼핑 하라고 알람 맞춰줘요,알람목적
이번 주 주말에 쇼핑 가라고 메모해줄래,알람목적
내일 3시 반에 점심 약속 있다고 메모해줘요,알람목적
pm 1시에 깨워줘요,알람목적
7시 정각에 알람 맞춰주라,알람목적
점심 1시에 밥 먹으라고 메모해줄래,알람목적
오늘 저녁 6시 40분에 쇼핑가라고 알람 맞춰줘,알람목적
내일 2시에 점심 약속 있다고 메모해줄래요,알람목적
10시 5분 전에 알람 맞춰줘,알람목적
11시 20분 전에 알람 맞춰줄래,알람목적
12시에 시험 공부 하라고 알람 맞춰주세요,알람목적
열두시 30분 메모 해줘,알람목적
이따가 메모 해줄래,알람목적
오늘 2시에 알람 맞춰줘,알람목적
내일 2시 반에 알람 맞춰줄래요,알람목적
이따가 5시에 학원 숙제 하라고 알람 맞춰줘,알람목적
50분 후에 좀 알람 맞춰줄래,알람목적
내일 7시에 알람 맞춰주라,알람목적
9시에 알람 맞춰줄래요,알람목적
17시 정각에 알람 맞춰줘요,알람목적
점심 12시 30분에 밥 먹으라고 메모해줄래,알람목적
오늘 저녁 1시 12분에 쇼핑가라고 알람 맞춰줘요,알람목적
내일 2시에 점심 약속 있다고 메모해줘요,알람목적
오늘 오후 2시에 축구 약속 있다고 메모해줘요,알람목적
내일 2시 30분에 농구 할거야 알람 맞춰주세요,알람목적
아침 7시에 유치원 갈거야 알람 맞춰줘요,알람목적
오늘 2시에 알람 맞춰줘요,알람목적
내일 2시 30분에 점심 약속 있다고 메모해줘요,알람목적
오늘 오후 2시에 축구 약속 있다고 메모해줘요,알람목적
내일 2시에 농구 할거야 알람 맞춰줘요,알람목적
아침 7시에 유치원 갈거야 알람 맞춰주세요,알람목적
내일 12시에 점심 약속 있다고 메모해줘요,알람목적
오늘 오후 2시 30분에 축구 약속 있다고 메모해줘요,알람목적
내일 5시에 농구 할거야 알람 맞춰줘요,알람목적
이따가 깨워주세요,알람목적
내일 열두시에 공부 해야한다고 메모 해주세요,알람목적
이따가 1시에 영화 볼거라고 메모 해줄래요,알람목적
오늘 2시에 드라마 한다고 메모 해줄래요,알람목적
오늘 4시에 숙제 하라고 메모해줘요,알람목적
오늘 오후 5시 메모해줄래요,알람목적
오늘 점심 열두시 알람 맞춰주세요,알람목적
정오에 알람 맞춰줄래요,알람목적
자정에 메모해줄래요,알람목적
am 7시에 깨워줘요,알람목적
7시 am에 알람 맞춰줄래요,알람목적
점심 1시에 밥 먹으라고 메모해줘요,알람목적
오늘 저녁 1시에 쇼핑가라고 알람 맞춰주세요,알람목적
내일 2시에 점심 약속 있다고 메모해줘요,알람목적
pm 1시에 깨워줄래요,알람목적
